"","location","radius","N.tls","G.tls","V.tls","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L.CV.z","L.skewness.z","L.kurtosis.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L.skewness.rho","L.kurtosis.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L.CV.r","L.skewness.r","L.kurtosis.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r","locationID","latitude","longitude","habitat","altitude","on.off.trail"
"37","ST 18 E 20",25,157.88170354716,3.87589909442644,56.0880902209443,16.5718933277097,17.6797202357683,15.5339043893364,14.6031139035932,23.8573225806452,24.5225508572903,23.1928000887032,22.5377708242463,20.101773939791,20.7934391090255,19.4618648124992,18.8873813965234,25.5285835814377,26.1695530819754,24.905563432054,24.321827858929,15768.16666737,113148.471521,15768.16666737,113148.471521,0.093,0.268,0.421,0.644,0.774,0.952,1.553,2.091,2.553,3.126,3.5,3.949,6.159,8.986,16.808,2.90444883107059,4.39660679801293,1.78278859447169,1.03291875777654,2.119,0.602,41.324,0.101,10.8943286865449,3.30065579643575,1.13641382183315,41.223,2.717,19.128339971306,3.29597126517597,33.9090054323585,83.0380318338632,52.5038390415048,66.0909945676415,16.904790173438,47.4802351089313,0.0702847940923094,-2.90444773767842,2.90444555159073,-2.90444227211457,-0.999999623545728,-0.999999247331026,0.999998118208915,1.69444883107059,2.30244883107059,0.882144774792258,2.72960773754857,11.6255035749898,12.8278403464698,9.50106179378434,5.84381794428255,12.8591393292912,4.68685603751865,24.9998884671597,0.100014225113233,29.4011555607668,5.42228324239584,0.466412762889765,24.8998742420465,8.99828248748467,2.15342013527391,-0.445360962730983,58.7174859439237,84.3472557957647,41.2825140560763,15.6527009455549,0.465022217609542,-11.6254933979945,11.6254730420972,-11.6254425092456,-0.999998249029388,0.999995622658998,-0.999999124597466,4.50921119444212,6.93864753747117,2.27069284978805,13.1243318194086,12.4209183733526,13.5603701752884,10.6048054337504,7.65683924934782,13.5185923352091,14.7903022601002,46.106388568921,0.156337645898232,29.6044270384762,5.4409950412104,0.438050945804724,45.9500509230227,8.26244267478623,2.60476620460672,-0.303197873809895,58.5603205028975,37.3632110612313,41.4396794971025,62.6367556628607,0.269396904829914,-12.4209069640951,12.4208841399014,-12.4208499064988,-0.999999081448148,-0.999998162437433,0.999995406326092,4.21691198779647,2.36938388674756,2.43539796357512,14.0074415758219,176,-1.22182,110.10114,"Alluvial Bench",42,"OFF"
"38","ST 5",25,178.253536262923,4.74056430624908,17.0122449054398,15.4748659279429,18.401405820226,13.084044710309,11.1278137978113,18.0621714285714,18.9919503128487,16.9866394800011,15.8086428117119,21.2658031660544,23.6238810116406,19.2720831272974,17.7511693296242,18.4411967288091,19.3427235881514,17.4030451703313,16.263356155217,27977.0000033,2680.44604575,13931.16666681,1393.831943781,0.125,0.343,0.5,0.842,1.056,1.33,1.725,2.043,2.328,2.824,3.181,3.645,5.127,6.779,13.309,2.59810893783856,3.58539358949022,1.82305291373231,1.17857734128335,2.05,1.868,41.864,0.101,6.10487742365356,2.47080501530444,0.9510013145792,41.763,2.113,20.4561236178219,3.27432965155704,34.2223535471861,55.7861817974731,51.4766146260378,65.7776464528139,44.1428046951164,48.5015487087636,0.0620606950563386,-2.59810797944958,2.59810606510762,-2.5981031923799,-0.999999631120558,-0.999999263178446,0.99999815747855,1.17010893783856,0.730108937838558,1.05189528565181,2.65076651184593,7.62387603506203,8.36493816980405,6.75884283333975,5.73837892935712,7.29086120662882,9.99212942531396,24.9989229407154,0.100316930899027,11.8487053397431,3.44219484337292,0.451501943046076,24.8986060098163,5.56835360898836,2.87817785027587,0.408926170462064,47.7925339424073,27.5020288073134,52.2074660575927,72.4979105093502,0.304968180154879,-7.62387021557181,7.62385857274325,-7.6238411104455,-0.999998472845388,0.999996182368601,-0.99999923667565,2.84502512569142,2.36825339025193,2.35454066620577,8.60294086296711,8.37176775677309,9.10094708127689,7.60122392612516,6.78006759832144,8.19337594723475,5.08295661656924,47.0312854217841,0.420850839757984,12.7407429975882,3.56941773929421,0.426363683632577,46.6104345820262,5.4004966050271,4.80835183940621,0.810770906134059,48.8197581208891,77.1966912644237,51.1802418791109,22.8032713919847,0.178004230198978,-8.37176080527764,8.37174690352143,-8.37172605029769,-0.999999169650228,-0.999998339446559,0.999995848545991,2.64698507127969,3.28881114020385,2.51010564642125,9.43454350363386,132,-1.21596,110.10131,"Freshwater Swamp",48,"ON"
"39","SZ 15.25",25,290.298616199617,9.73609392208965,52.9923241989277,17.509674570386,20.6645024921856,14.6002793907613,12.1919376061443,17.4313157894737,17.7761291362933,16.9982361113586,16.4065244741777,30.1755209822778,31.556877387356,29.0216203127357,28.0958366786985,19.2679596118076,19.4767493176588,19.0635820707298,18.8648571336274,37157.6666672,20600.32484873,18513.33333342,10257.41793239,0.18,0.412,0.571,0.878,1.058,1.271,1.68,1.977,2.367,2.792,3.182,3.632,5.485,7.627,13.326,2.65502672891517,3.65492856978184,1.86686257832929,1.25711565872853,1.982,1.927,36.558,0.101,6.30933622545172,2.51183921170359,0.94606927468859,36.457,2.122,13.7155941606508,2.72719701474266,33.6691614159372,51.9601257891882,49.5186962888692,66.3308385840628,47.9928113524087,50.4553239251337,0.0726250541308378,-2.65502568740304,2.65502360916271,-2.65502048941356,-0.999999607720661,-0.999999217242856,0.999998042207463,1.27997327108483,0.728026728915166,1.05749357609899,2.71414339122634,13.8655908584647,14.9897181931495,12.3119226627023,9.97469393431946,13.9960846656922,21.519529156899,24.9999924997234,0.100057921350585,32.4370432314421,5.69535277497734,0.410754423169817,24.8999345783728,9.7144318683741,2.01319608476005,-0.174620185899798,50.9036452583612,7.94880408214917,49.0963547416388,92.0511279079398,0.554623800731864,-13.86557037376,13.8655294088163,-13.8654679593096,-0.999997045563749,0.999992613758563,-0.999998522623028,4.89235201847912,7.65393829843431,2.61688686321623,15.6076608734235,14.406119274186,15.4288740470666,13.1066520503308,11.4440608646841,14.360978671143,9.67625428241864,40.5638720046943,0.45806939302359,30.5138833004916,5.5239373005576,0.383443812689781,40.1058026116707,9.42423337942974,2.0509436661108,-0.112748392105644,49.6989079794328,76.8114864853377,50.3010920205672,23.1884649361545,0.355146551900144,-14.4060975456649,14.4060540884728,-14.4059889029126,-0.999998491715869,-0.99999698341678,0.999992458557781,4.74943257120144,4.72986499176734,2.82591614294795,16.1727307818521,137,-1.22079,110.09916,"Freshwater Swamp",49,"ON"
"40","TL 17.38",25,127.323954473516,5.80722830320694,57.8655179780468,19.97221041944,24.098191432568,16.9861976104247,14.853846638627,20.50128,21.6585730351748,19.36571014441,18.3060700817359,23.1538685326898,27.0362575135413,20.3942726787328,18.6131343185599,20.5341143145286,21.5373584307666,19.5580433916432,18.6410354079411,20748.99999976,204957.602095,10367.8333329,102401.312349,0.029,0.134,0.263,0.691,0.911,1.115,1.701,1.985,2.296,2.828,3.04,3.448,5.928,8.756,14.566,2.79108512631441,4.19293563747193,1.75193584753667,0.948306175715608,2.026,1.949,41.97,0.101,9.79055387420652,3.12898607766262,1.12106436602828,41.869,2.063,25.2071608306598,3.72142641875878,31.6460088604122,53.8992843262868,51.1231075293977,68.3539911395878,45.9997155659928,48.8312007833976,0.0665019091330572,-2.79108271968345,2.79107790663171,-2.79107068696933,-0.999999137743619,-0.999998275561055,0.999995688872268,1.28991487368559,0.842085126314409,0.893769187555557,2.64252048539423,7.05874815893071,7.79251321962314,6.0284132354354,4.57939928858823,7.65231839852799,8.11808051570382,24.9996857440019,0.102233592571135,10.8973375933994,3.3011115693656,0.467662465785671,24.8974521514307,4.19891925581049,3.72145612842021,0.229446317208507,54.8695573926969,42.7366652032743,45.1304426073031,57.2632453008996,0.28235347560816,-7.05873942903404,7.05872196212705,-7.05869576537377,-0.999997525492027,0.999993814241097,-0.999998763251434,2.11830892095333,1.05933235677311,2.26392456927059,7.96901438866425,8.02164282459808,8.8489531323193,7.1400569841746,6.13764283750551,8.30361220224364,8.36243237827667,44.3705964356808,0.798456835433199,13.9572190681147,3.73593617024096,0.465732051642195,43.5721396002476,4.23406831215433,9.80159089027467,1.43672405176238,54.5764097463884,48.4160377822088,45.4235902536116,51.5838971299177,0.180787356244494,-8.0216313980353,8.02160851566848,-8.0215742068233,-0.999998575533337,-0.999997147417317,0.999992870376465,2.02844434746974,0.340789553678585,2.27441092341122,9.05570254114563,149,-1.20737,110.11285,"Lowland Sandstone",80,"ON"
"41","TL 26.10",25,157.88170354716,7.45506080240179,82.1243764882091,22.3416622782581,24.5196774211826,20.4544573954065,18.8824547507173,20.2052580645161,20.5961321337519,19.791088178992,19.3534356116455,27.615931699772,29.2173022159046,26.2524731308721,25.1247585762309,20.7707247449806,21.1010857449108,20.4045221212075,19.9961347108926,7194.33333363,4518.28036789,3587.83333337,2260.90541558,0.184,0.482,0.659,0.923,1.106,1.332,1.851,2.476,3.156,4.17,4.95,5.619,7.947,10.849,18.143,3.61444680998464,5.09510236826972,2.33688984356019,1.43746890303554,2.483,0.805,39.194,0.101,12.8958432160825,3.59107828041697,0.993534687105338,39.093,3.846,9.38889123308745,2.196654188359,34.5103239518071,84.4675341191947,57.6595823087825,65.4896760481929,15.4838765546672,42.3225988658782,0.0922193909778189,-3.61444398544712,3.61443833522401,-3.61442986047908,-0.999999218542237,-0.999998436765618,0.999996092077207,2.21244680998464,2.80944680998464,1.0065058360472,3.62428893449725,12.9813664663239,13.7380629534343,11.8757774001535,10.0819180554619,14.2039944487642,6.52319825394914,24.9999640577307,0.100015063490454,20.2184996575328,4.49649859974768,0.346380992433458,24.8999489942402,5.70270841095987,2.83264248164649,-0.513157493304416,61.1832850442535,87.576201710367,38.8167149557465,12.423747721842,0.519255405181661,-12.9813442682199,12.9812998105669,-12.9812331549817,-0.999996575265855,0.999991440544538,-0.999998290002513,2.96040419799459,6.45816821237476,3.16524405256957,14.5013550615686,13.9670885155697,14.6524551477107,13.0978456101841,11.9521268770885,14.6220139901631,6.98085474864827,45.8773332855009,0.70028784547856,19.6148814937662,4.42886909873912,0.317093221955462,45.1770454400223,4.91700501509824,3.59357553249497,-0.146365781562547,60.4667394463598,90.139350293644,39.5332605536402,9.86060545953891,0.304444210578906,-13.967063162571,13.9670123880934,-13.9669362608271,-0.999998184804325,-0.999996364699077,0.999990914214219,2.50307671650451,6.9862337669214,3.49221809732807,15.5251779952411,225,-1.20605,110.11582,"Lowland Granite",154,"ON"
"42","TL 26 S 40",25,66.2084563262285,2.02920396283565,14.6229254551849,17.2786928407692,19.7542788102869,14.8975592489154,12.9542113559942,17.8746923076923,18.9498229441698,17.0025905262627,16.3035347337062,17.2786928407692,19.7542788102869,14.8975592489154,12.9542113559942,17.8746923076923,18.9498229441698,17.0025905262627,16.3035347337061,8539.66666711,119489.417449,4224.33333303,60624.272662,-0.064,0.505,0.812,1.222,1.428,1.616,1.926,2.238,2.632,3.302,3.739,4.266,5.6,7.649,13.341,3.02209272979113,4.0339931655528,2.28924721097434,1.68733172250769,2.265,1.973,49.614,0.101,7.14005739733743,2.67208858336273,0.884184842186297,49.513,2.308,33.4651306481063,3.86540629986336,34.4906152256597,59.6395159950789,58.6910583525477,65.5093847743403,40.2985757440112,41.2786068811356,0.0609120959767633,-3.02208900234243,3.02208153816889,-3.02207034659065,-0.999998766600156,-0.999997530127825,0.999993826868841,1.33590727020887,1.04909272979113,1.13335267266217,3.16172277195529,20.9243314295428,21.1212433248949,20.7124521902839,20.4801669022097,21.3837871600805,22.9207761971279,24.9999997071825,0.430113452736596,8.27927498149319,2.87737293055544,0.137513255333593,24.5698862544459,5.12363616971152,2.39443361703553,-0.479603236095451,52.6054256298511,37.314324484872,47.3945743701489,62.6855065976357,0.836973266984928,-20.9242117417066,20.9239723266049,-20.9236132266536,-0.999988557987048,0.999971396052551,-0.99999427996844,2.56897464420843,1.99644476758512,8.67622168757194,22.1333346419342,21.3025721569217,21.5030235187786,21.0935246930291,20.8739903327075,21.9512851503088,19.584312872264,53.6929348403701,1.80242889533125,8.58044115611098,2.92923900631392,0.137506352976354,51.8905059450388,4.98063471796855,4.01875723549743,-0.0848895463451063,53.3212698090951,67.3566242402232,46.6787301909049,32.6433053774884,0.396748142381387,-21.3024480011959,21.3021996294412,-21.3018271051242,-0.999994171796491,-0.999988340694239,0.999970853299507,2.48584440311217,1.71825928465768,8.67670801548041,22.5333715001509,326,-1.20641,110.11581,"Lowland Sandstone",154,"OFF"
"43","TL 35.4 W 54",25,147.695787189279,11.9592442255269,107.216184702723,25.5625918932414,32.1087111199874,19.9388460651074,15.6027424871219,19.2219655172414,20.7616076041896,17.6403458230872,16.1181726653954,33.8987303902086,38.95363774425,30.0051441634332,27.195606462166,20.9603896691837,22.2004828444211,19.6372824039168,18.3293983131837,40263.99999769,113502.8044912,40263.99999769,113502.8044912,-0.323,-0.027,0.027,0.156,0.276,0.436,0.811,1.336,1.809,2.42,2.798,3.269,4.849,6.467,11.011,2.39982270689908,3.45994966970156,1.45126980055803,0.75272283840318,1.761,0.102,42.758,0.101,6.21210313767242,2.49240910319161,1.03858051514654,42.657,2.455,20.1545321481167,2.98657224238054,36.4354911106187,99.8341353304005,43.8731336012814,63.5645088893813,0.0823444672812654,56.110535152291,0.056125700615068,-2.39982133366415,2.39981858977992,-2.39981447266757,-0.999999427776509,-0.999998856629788,0.999997141038593,1.46682270689908,2.29782270689908,0.963055376616896,2.36010299861391,13.6375524401975,13.967250967693,13.2647999003225,12.8051237681452,13.907324064608,16.4619495755553,24.9999813474075,0.110092352708986,9.10126368786473,3.01683007275265,0.221214920051223,24.8898889946986,4.27117657464532,2.99633573314482,-0.156862284932342,53.9753716487698,18.4746687527839,46.0246283512302,81.5252667251714,0.545502504609335,-13.6375264128957,13.6374743915828,-13.637396343185,-0.999996185428983,0.999990462367824,-0.999998091497588,2.15041010712083,2.82439713535782,5.19410515066671,14.820412954404,14.0775570812107,14.389418032408,13.7544418021881,13.4165296812433,14.3312452645513,15.0937909291412,47.6768708850594,0.682702964271432,8.87773857309794,2.9795534183998,0.211652732161648,46.994167920788,4.34254384012277,4.27182006594378,0.306869071987359,52.4726173819091,35.0052094381987,47.5273826180909,64.9947332088727,0.295270155525711,-14.0775294038067,14.0774740724719,-14.0773910639717,-0.999998033934166,-0.999996069528024,0.999990173003299,2.17710760328657,1.01623384793048,5.45076241972994,15.2564276100372,288,-1.20806,110.11758,"Lowland Granite",264,"OFF"
"44","TL 35.42",25,300.484532557498,11.8655685227235,119.032368397188,19.1917539597966,22.4227189973483,16.419945809652,14.2206478285082,18.9381694915254,19.4704179466428,18.3354731083983,17.6446874246907,32.6252916182276,34.3651621077693,31.0693101945707,29.7519763318311,21.2883510795482,21.6677563303465,20.8578972478979,20.369457848749,100920.0000017,378696.645459,50549.00000053,188379.723571,-0.314,0.002,0.134,0.513,0.671,0.832,1.234,1.817,2.375,2.959,3.367,4.02,6.81,9.081,13.858,2.96412774468928,4.24653725419324,1.82406150711501,1.00973599685332,2.045,2.666,34.223,0.101,9.24702586535229,3.04089228111623,1.02589785024093,34.122,2.702,9.10743495633935,2.15025875710865,32.8716864954757,38.4813749033624,51.0298074896282,67.1283135045243,61.4550044662831,48.951080318283,0.0866121539517074,-2.96412611143271,2.96412284672032,-2.96411794875772,-0.999999448992516,-0.999998898591939,0.999997246178238,1.83812774468928,0.298127744689284,0.974878605537682,2.93138556839263,15.9068079767255,16.7827166889594,14.8604610706983,13.6407363305783,16.6345182607883,8.41226970871715,24.9999892528937,0.10203299956387,28.6330410045938,5.35098504993182,0.336395904053237,24.8979562533298,9.82971422737214,1.73201087482954,-0.233246835733612,53.3795832491171,90.9976591356793,46.6204167508829,9.00228669144065,0.636272592592588,-15.9067791704744,15.9067215972428,-15.9066352179998,-0.999996380585218,0.999990950243727,-0.999998189061493,4.88122837979727,7.49453826800836,3.27004552867385,17.7411228218621,16.4862195725402,17.3116336061369,15.5208899797273,14.4509552467507,17.4301326613712,10.1488801580519,42.1374261403446,0.834883119065174,27.8972238303945,5.28178225889657,0.320375586146749,41.3025430212795,9.49349787374631,1.81262460773215,-0.22063134498192,54.1690283785174,85.0109924899595,45.8309716214826,14.9889750063125,0.391248851261833,-16.4861888744217,16.486127519972,-16.4860354676659,-0.999998137952832,-0.999996278433412,0.999990694832082,4.74372039920961,6.33733941448826,3.45247777021889,18.3363793601603,151,-1.2081,110.11807,"Lowland Granite",273,"ON"
"45","TR 9",25,193.532410799745,8.3220085790537,55.9323539056581,19.2564118329474,23.3987299743261,16.5139614938165,14.613938805042,18.0515263157895,18.3494253932693,17.7290249226585,17.3805527851113,27.0068313771192,30.885571728802,24.5406528430391,23.1163101496939,20.0101400307814,20.1595673481824,19.8500027021685,19.6799893142065,74396.33333596,459652.9676,37196.66666663,229472.117128,0.157,0.363,0.518,0.769,0.912,1.081,1.478,1.915,2.331,3.064,3.419,3.856,6.038,8.237,14.716,2.76304321401813,3.97451086175448,1.81140714224266,1.15744992662486,1.927,0.553,45.016,0.101,8.16232930819396,2.8569790528098,1.03399723837655,44.915,2.503,12.0227584621555,2.60391866019033,33.9174261652697,88.853215300564,48.41079393248,66.0825738347303,11.0926110968583,51.5682317321606,0.061379136618494,-2.76304155200715,2.76303822697776,-2.76303323994527,-0.99999939848535,-0.999998796605359,0.999996991698559,1.56904321401813,2.21004321401813,0.96728069506967,2.7228119890391,10.1511878170961,11.2493941765257,8.41427835372478,5.60698388462374,10.3369465483309,5.92537910315028,24.9999880334021,0.100005561095367,23.5022567396567,4.84791261675132,0.477570970422467,24.8999824723068,7.55305908916676,2.31647388505086,-0.131335858984654,52.7557528125155,76.3669428404403,47.2442471874845,23.6329742570484,0.40604770704423,-10.1511729725617,10.1511432802343,-10.1510987434741,-0.999997074985579,0.999992687634447,-0.999998537655423,3.74152889959903,4.22580871394585,2.21160003565838,11.4619573050487,10.9315455280862,11.930867777704,9.53704149051202,7.54060837133334,11.1034620534881,6.73419653152847,48.6438402629115,0.403641859140007,22.84691975341,4.77984515998269,0.437252458739888,48.2401984037715,7.29680342526172,2.62686531312782,-0.00291756005443196,50.7629486229542,77.6428443749594,49.2370513770458,22.3571046081106,0.224726203132875,-10.9315287714358,10.9314952455588,-10.9314449631522,-0.999998467128892,-0.999996933102608,0.999992333342809,3.64814260781888,4.19734899655769,2.44039206475636,12.3273030637252,214,-1.21819,110.09994,"Freshwater Swamp",29,"ON"
"46","TZ 12.30",25,168.067619905041,5.09458673121127,51.9971324650702,18.4893883505152,19.6457002991311,17.3838496882481,16.3590422077974,20.4327878787879,21.207940062556,19.6258477649609,18.8226905822973,22.708970370132,23.3556712662513,22.1473316641346,21.6731545105399,21.517703368342,22.2856877629636,20.7202336592496,19.9292184670778,10560.0000003,6624.95110319,10560.0000003,6624.95110319,0.088,0.354,0.555,0.845,0.993,1.18,1.629,2.055,2.701,3.427,3.801,4.283,6.263,8.874,15.183,3.01654836491696,4.37757073484412,1.98711064186468,1.23805834217782,2.086,1.966,42.261,0.101,10.0635619244844,3.17231176344388,1.05163630072651,42.16,2.801,20.8480825133269,3.34439510407455,36.0060056101718,52.5235686972309,51.6393869618274,63.9939943898282,47.4291597793075,48.3394766661233,0.0713790105515004,-3.01654700537072,3.01654428506135,-3.01654020521127,-0.999999549304016,-0.999999098204214,0.999997745714076,1.66954836491696,1.05054836491696,0.951254884717114,2.94942639171371,13.0884316058959,13.7572205657304,12.3387299303124,11.4630332540041,12.8990707218087,16.1777128564926,24.9999963716743,0.110928996772624,17.9540765480349,4.23722509999586,0.32373818556588,24.8890673749017,5.98780327160069,2.61389985692089,0.197063123998556,48.5374822331716,23.1620526360939,51.4625177668284,76.8378968286472,0.523537340218395,-13.088416768757,13.0883870912582,-13.0883425766978,-0.999997732537155,0.999994331471832,-0.999998866392905,2.99791032787278,3.08928125059672,3.41263077892847,14.5660943066461,13.7696840960396,14.4369055975551,13.0590723193687,12.2946561258849,13.528062027897,11.3293982096547,46.2147541894158,0.82535351233577,18.8200439205559,4.33820745476238,0.315054973266244,45.38940067708,5.5364776265025,3.34969361432174,0.422291061139364,47.2834539939847,70.9435695083218,52.7165460060153,29.0564052240487,0.297949958569577,-13.7696677041297,13.7696349114748,-13.7695857270003,-0.999998809565287,-0.999997618486115,0.99999404654265,2.7579511344197,2.4402858863849,3.5173427136216,15.2999314672191,205,-1.20591,110.09202,"Peat Swamp",28,"ON"
"47","TZ 3.35",25,142.602829010338,4.57205156200348,18.0146682222888,16.8170016941429,20.2044274718339,14.3113843094923,12.5466888487189,14.9692142857143,16.8152324184269,13.204786025477,11.8101838244867,20.6575770942674,23.737211665236,18.3718522687826,16.8353405783915,15.592867010588,17.6729006650532,13.4866022447071,11.806876817955,13375.99999995,7984.70885046,6706.6666664,4037.26253217,0.158,0.413,0.575,0.85,1.018,1.209,1.579,1.869,2.266,2.791,3.177,3.583,4.965,6.3,9.337,2.45380925205698,3.31156238132155,1.78122125647253,1.22445383537605,1.877,1.704,33.55,0.101,4.94526585696123,2.22379537209727,0.906262526409952,33.449,2.158,31.017893580022,3.77112941433705,36.2163070991208,55.5182106043803,46.7836548170782,63.7836929008792,44.3446216362363,53.1894282251904,0.0731388748750216,-2.45380822763414,2.45380618398052,-2.45380311590825,-0.999999582517331,-0.999999167150229,0.999997916819321,1.20380925205698,0.749809252056976,1.10489861406984,2.54674137722342,9.26374113875229,10.3537921398882,8.14230464144159,7.08666471664594,7.6064402600921,7.41112490636205,24.9998959773836,0.100704292857856,21.3841130747223,4.62429595449106,0.499182337376267,24.8991916845257,7.81260134048458,2.21822576097506,0.617880115516536,41.6841257467038,52.6141465822672,58.3158742532962,47.3857753279202,0.370551187378253,-9.26372936484264,9.2637058407607,-9.26367054284356,-0.999997460625089,0.999993650289558,-0.99999872903296,3.79248284463933,1.85261623239024,2.10518143405641,10.4594713817157,9.81019416680592,10.8704855954734,8.7448665991317,7.77221587732843,8.29236739946438,7.60445735358546,41.821051338919,0.315682954877203,21.9275488081288,4.6826860676463,0.477328581679941,41.5053683840418,7.72270874594887,2.84960773091184,0.716099352186245,42.015881305407,56.5573937897455,57.984118694593,43.4425401342592,0.234575503310613,-9.81018113551318,9.81015511330147,-9.8101160598832,-0.99999867165802,-0.999997347428008,0.999993366521058,3.73684691191428,2.20573681322047,2.21284650083025,11.0769066191583,234,-1.20626,110.09629,"Peat Swamp",6,"ON"
"48","UB 13.40",25,162.974661726101,8.8941850387871,32.2849006245618,20.5076163940938,26.3601632421964,16.1729543542038,13.3180719768658,16.13921875,16.5090861469147,15.8070020994993,15.5086665306535,28.3338416522217,33.3056249790298,24.6689982087611,22.3552897253311,16.5705288196973,16.9200922190302,16.261560775578,15.9827637480491,31538.66667034,24916.4100032,15797.33333321,12429.15351816,0.362,0.609,0.818,1.186,1.437,1.686,2.033,2.298,2.721,3.337,3.703,4.089,5.356,7.177,11.467,2.89405319350666,3.64985878584461,2.24495021314076,1.67800298892689,2.301,2.2,43.515,0.101,4.94592554463659,2.22394369187635,0.76845294235302,43.414,2.265,13.6568108376413,2.36285408301851,37.0922237603235,54.148038461376,61.0159634762315,62.9077762396765,45.7819911429372,38.9553147600744,0.0665070250145159,-2.89405203497169,2.89404971641262,-2.89404623932186,-0.999999599684287,-0.999999198853702,0.999997997392667,1.20094680649334,0.694053193506658,1.31307260450349,3.13975330398747,8.45763617006134,9.4801170409136,7.19574039692106,5.73356363851187,8.30976823346325,8.05283106722878,24.9998898376798,0.101062967129406,18.3410105436135,4.28264060406819,0.506363778005495,24.8988268705504,7.18173243862936,2.62829309713012,0.352887072270793,48.3999287735829,52.7391937142909,51.6000712264171,47.2607173638401,0.338306937549541,-8.45762712314403,8.45760902167881,-8.45758187334329,-0.999997859746599,0.999994649823162,-0.99999893032555,3.55059143091396,0.404805102832565,2.07197803264431,9.54811761167871,9.22699354175332,10.1584491073208,8.15830829758116,6.98175261556905,8.8851162227725,3.50550833401163,48.7181395306669,0.328767743285441,18.0566794499911,4.24931517423585,0.460530849513134,48.3893717873814,6.77458755036432,3.11692521911461,0.467704860392286,47.2859489441751,93.8036184976161,52.7140510558249,6.19633704144937,0.189395441423726,-9.22698309181879,9.22696220778434,-9.22693087387262,-0.999998867460514,-0.999997736634582,0.999994340734598,3.32045355216239,5.72148520774169,2.30308126781027,10.4150554885801,223,-1.22255,110.11338,"Lowland Granite",185,"ON"
"49","UB 17.02",25,106.952121757754,3.19100669713277,35.4817053345945,16.7542315267143,19.4905553963622,14.0420884955104,11.7701993776376,20.3377142857143,20.7459334580929,19.9608167619338,19.6176164969793,17.9363233037341,20.4000833598234,15.542404433978,13.5380937838465,20.6942893224467,21.1042446413048,20.309148060572,19.9519335190445,39173.66667037,97580.743558,19564.66666697,48762.5233966,0.118,0.398,0.607,0.989,1.203,1.449,1.845,2.243,2.763,3.434,3.825,4.277,6.3,8.819,15.972,3.09019119466318,4.3058726576927,2.12568653100138,1.35513194359713,2.263,1.778,49.907,0.101,8.99125843042438,2.99854271779216,0.970342133836476,49.806,2.605,15.9966875539917,2.89301342307601,34.3922314661038,62.5501998811804,56.3074127107806,65.6077685338962,37.3941343226963,43.6652959788526,0.061918993220654,-3.09018876761165,3.09018391839093,-3.09017664213437,-0.999999214595028,-0.99999843076877,0.999996076137029,1.49580880533682,1.31219119466318,1.0306986650121,3.12844930581155,13.9869350110862,14.6698546473537,13.0535874570466,11.5736018772245,14.7015233215644,16.3464223993693,24.9998199391776,0.104223529493094,19.5702859062265,4.42383158655779,0.316283130153347,24.8955964096845,7.08564338518051,2.49222952737703,-0.498172260564764,53.8978890559962,39.7354571734036,46.1021109440038,60.2644721847232,0.559481430070907,-13.9869034408452,13.9868402485505,-13.9867454863363,-0.999995482038259,0.999988706970806,-0.999997742876402,3.74435652189702,2.35948738828303,3.50216762616311,15.5448955704343,14.6527048313154,15.2887270470354,13.8597408736105,12.819087346538,15.446488142374,18.4686410463711,54.0073865979099,0.645814721185591,19.0434173398332,4.36387641207141,0.297820536365752,53.3615718767244,6.57727858159167,3.0985420374955,-0.264528538646726,54.8117829702694,18.4030949303546,45.1882170297306,81.5968579750633,0.271309273681509,-14.652670443405,14.6526016507456,-14.6524984705406,-0.999997653135662,-0.999995305111131,0.999988263377313,3.44147021969209,3.81593621505565,3.74389487872204,16.2259627091284,154,-1.22393,110.11439,"Lowland Granite",209,"ON"
