cid,id,obs_time,trail,trailmark,compass,distance,animal,n_indiv,observed,activity,continued,comment,geom
5058,77816,07:15:00,SP,4.00,w,5,CP,1,1,T,,NULL,NULL
5058,77817,07:34:00,SP,5.10,w,1,KCL,1,1,TT,,NULL,NULL
5058,77818,07:50:00,SP,2.00,n,7,ULX,1,1,T,,NULL,NULL
5058,77820,08:00:00,RB,4.42,e,25,GN,6,1,T,,"intersecton RB/GB. 6 ekor GN sama besarnya yang sedang jalan perlahan menuju arah N dan saya hanya bisa melihat dari kejauhan saja.",NULL
5058,77821,08:15:00,GB,2.00,n,12,TT,1,1,T,,NULL,NULL
5058,77823,09:15:00,DS,3.00,w,20,RH,2,1,TV,,NULL,NULL
5058,77826,10:21:00,BM,13.10,e,10,GN,2,1,TT,,"2 ekor GN sama besarnya yang sedang berjalan takut dengan cepat karena melihat saya.",NULL
5058,77828,10:55:00,BM,1.00,s,5,BH,1,1,TV,,NULL,NULL
5059,77832,05:58:00,KP,32.00,w,2,HT,1,1,TV,,NULL,NULL
5059,77835,07:28:00,TZ,3.10,n,2,MK,1,1,TV,,NULL,NULL
5059,77837,08:16:00,BD,10.05,w,10,RA,1,1,T,,NULL,NULL
5059,77838,09:10:00,BD,1.10,w,5,CWB,2,1,TV,,NULL,NULL
5060,77846,06:40:00,KP,0.00,n,20,RH,2,1,T,,"Intersection KP/RB",NULL
5060,77847,06:46:00,RB,21.40,s,10,MB,1,1,T,,NULL,NULL
5060,77848,06:53:00,RB,22.20,s,7,ML,1,1,T,,NULL,NULL
5060,77852,09:20:00,KP,23.00,w,10,RH,2,1,I,,NULL,NULL
5061,77857,05:48:00,DG,1.35,e,7,DJ,2,1,T,,NULL,NULL
5061,77859,06:20:00,IF,11.47,n,20,RH,2,1,TV,,NULL,NULL
5061,77860,07:04:00,IF,19.05,n,15,GN,4,1,TT,,"Saya menemukan 4 ekor GN sama besar yang terlihat TT menuju arah N. Namun saya tidak mengetahui jenis kelaminnya karena ke 4 GN tersebut sangat cepat sekali larinya. Saya hanya bis menghitung jumlahnya saja.",NULL
5061,77861,07:06:00,IF,19.05,s,4,BB,6,1,TV,,NULL,NULL
5061,77862,07:06:00,IF,19.05,n,3,TO,1,1,TV,,NULL,NULL
5061,77863,07:50:00,IF,30.00,n,5,BH,4,1,TV,,NULL,NULL
5061,77864,07:50:00,IF,30.00,n,5,PM,3,1,TV,,NULL,NULL
5061,77865,07:52:00,IF,30.08,s,7,CP,1,1,T,,NULL,NULL
5061,77867,09:05:00,RG,9.15,w,5,BH,3,1,TV,,NULL,NULL
5061,77868,09:05:00,RG,9.15,w,8,BB,5,1,TV,,NULL,NULL
5063,77875,05:42:00,TZ,9.30,n,1,BAB,1,1,TV,,NULL,NULL
5063,77876,06:13:00,TZ,16.40,s,3,RCB,2,1,TV,,NULL,NULL
5063,77878,06:55:00,TZ,25.10,n,8,RA,1,1,T,,NULL,NULL
5063,77881,07:35:00,RG,6.15,e,28,GN,1,1,T,,"Satu ekor GN besar yang sedang jalan ke arah N",NULL
5063,77883,08:48:00,IF,37.40,s,0,RA,1,1,T,,NULL,NULL
5063,77884,08:48:00,IF,37.40,s,10,RH,2,1,T,,NULL,NULL
5064,77892,06:23:00,BM,10.40,w,5,GN,2,1,TV,,"2 ekor GN yang sama besarnya yang sedang jalan takut menuju ke arah E, kemudian GN tersebut bersuara",NULL
5064,77897,07:07:00,DS,12.33,n,5,CKS,1,1,TV,,NULL,NULL
5064,77899,07:23:00,DS,10.25,n,8,CP,1,1,TV,,NULL,NULL
5064,77905,10:04:00,SP,7.45,e,4,BAB,1,1,TV,,NULL,NULL
5064,77906,10:06:00,SP,8.15,e,7,HT,1,1,T,,NULL,NULL
5064,77909,10:41:00,ST,7.40,s,10,KL,4,1,T,,"4 ekor KL yang sama besarnya yang sedang jalan menuju ke arah NW",NULL
5065,77918,06:17:00,ST,4.40,w,1,BP,1,1,TT,,NULL,NULL
5065,77920,06:41:00,TR,5.44,s,12,GN,2,1,TV,,"2 ekor GN yang sama besarnya yang sedang jalan menuju ke arah SE, kemudian GN tersebut bersuara.",NULL
5065,77925,08:02:00,GB,3.00,w,7,PX,3,1,TV,,NULL,NULL
5065,77927,08:38:00,GB,11.30,e,5,BH,1,1,TV,,NULL,NULL
5065,77929,08:50:00,DS,0.00,w,10,OH,1,1,TV,,"1 ekor OH jantan besar yang belum punya belimbing bersuara kiss~zucak karena melihat saya dan OH tersebut jalan menuju ke arah NW.",NULL
5065,77930,09:15:00,DS,3.00,n,2,RCB,2,1,TV,,NULL,NULL
5065,77931,09:15:00,DS,3.00,s,1,HT,1,1,TV,,NULL,NULL
5065,77932,09:15:00,DS,3.00,s,6,BH,3,1,T,,NULL,NULL
5069,77937,06:00:00,RS,38.00,w,20,FK,3,1,T,,NULL,NULL
5069,77938,06:25:00,RS,33.00,n,7,SQX,1,1,T,,NULL,NULL
5069,77939,06:25:00,RS,33.00,n,15,PX,1,1,TV,,NULL,NULL
5069,77940,06:40:00,RS,31.00,e,15,BAB,1,1,TV,,NULL,NULL
5069,77941,07:10:00,RS,24.00,w,5,SQX,1,1,TV,,NULL,NULL
5069,77943,07:40:00,MB,21.00,n,10,UBX,1,1,T,,NULL,NULL
5069,77944,07:40:00,MB,21.00,s,3,SQX,1,1,TV,,NULL,NULL
5069,77945,07:40:00,MB,21.00,e,5,ULX,1,1,T,,NULL,NULL
5069,77947,08:05:00,SZ,18.00,e,7,RUX,1,1,T,,NULL,NULL
5069,77950,09:05:00,TR,9.00,e,8,RUX,2,1,TV,,NULL,NULL
5070,77961,06:26:00,JB,11.00,e,1,PA,1,1,TV,,NULL,NULL
5070,77962,06:26:00,JB,11.00,e,6,BAB,2,1,TV,,NULL,NULL
5070,77964,07:15:00,TL,17.27,s,12,TRS,1,1,TV,,NULL,NULL
5070,77965,07:28:00,TL,18.15,n,5,KL,4,1,TT,,"3 ekor KL sama besarnya dan 1 ekor KL sedang besar yang sedang jalan takut menuju ke arah NW",NULL
5070,77966,07:47:00,TL,22.00,n,7,PX,2,1,TV,,NULL,NULL
5070,77967,08:22:00,TL,30.00,s,10,GN,3,1,TV,,"1 ekor GN besar dengan 1 ekor GN kecil masih dalam gendongan dan 1 ekor GN besar yang sedang jalan menuju ke arah NW, kemudian GN tersebut bersuara",NULL
5070,77971,10:51:00,GP,26.00,w,1,FB,1,1,TV,,NULL,NULL
5072,77978,06:38:00,GP,35.30,w,25,GN,2,1,TV,,"2 ekor GN yang sama besarnya yang sedang jalan menuju ke arah SW",NULL
5072,77979,06:50:00,GP,37.00,e,5,BP,2,1,TV,,NULL,NULL
5072,77980,07:08:00,GP,40.20,e,7,KL,5,1,TV,,"1 ekor KL betina besar dengan 1 ekor KL kecil masih dalam gendongan dan I KL sedang besar serta 2 ekor KL yang sama besarnya. KL tersebut jalan menuju ke arah NE",NULL
5072,77982,08:04:00,TL,36.15,e,2,CKM,1,1,T,,NULL,NULL
5072,77983,08:04:00,TL,36.15,e,7,BB,2,1,TV,,NULL,NULL
5072,77985,08:57:00,TL,23.00,s,6,RCB,2,1,TV,,NULL,NULL
5072,77991,10:54:00,JB,1.10,w,20,KL,2,1,TT,,"2 ekor KL yang sama besarnya yang sedang jalan takut memuju ke arah S.",NULL
5073,77997,06:27:00,UB,15.40,s,7,GN,3,1,TV,,"1 ekor GN sedang besar dan 1 ekor GN besar dengan 1 ekor GN kecil yang masih dalam gendongan, GN tersebut jalan meuju ke arah N, kemudian GN tersebut bersuara.",NULL
5073,78001,08:50:00,HB,0.25,e,0,PA,1,1,T,,NULL,NULL
5073,78002,08:50:00,HB,0.25,e,5,PKM,2,1,T,,NULL,NULL
5073,78006,10:00:00,SI,26.00,e,7,CP,1,1,TV,,NULL,NULL
5073,78007,10:40:00,SI,16.25,e,5,WP,2,1,TV,,NULL,NULL
5073,78009,11:38:00,SI,1.25,w,7,PX,2,1,TV,,NULL,NULL
5074,78012,06:02:00,SI,6.05,w,3,YB,3,1,TV,,NULL,NULL
5074,78017,09:26:00,HB,11.05,e,15,GN,6,1,TV,,"Pertama saya lihat ada 5 ekor GN yang sedang Tv dengan cepat ke arah E dan tidak lama kelima GN tersebut hilang dan tanpa suara. GN tersebut terlihat sama besarnya. Saya hanya bisa menghitung jumlahnya saja.",NULL
5075,78027,07:45:00,GP,71.28,n,1,BAB,1,1,T,,NULL,NULL
5075,78033,11:00:00,GP,99.00,s,5,CKP,2,1,TV,,NULL,NULL
5077,78036,05:44:00,TK,14.05,e,5,PLT,3,1,TV,,NULL,NULL
5077,78039,06:36:00,MR,13.38,s,8,BH,5,1,TV,,NULL,NULL
5077,78040,08:26:00,MR,2.30,w,18,RH,2,1,TV,,NULL,NULL
5077,78042,08:57:00,MR,1.10,e,1,JF,2,1,TT,,"Satu ekor Punai dan anak yang masih kecil",NULL
5078,78056,06:28:00,NB,16.00,s,5,TMA,2,1,TV,,NULL,NULL
5078,78060,07:02:00,UB,50.15,w,15,OH,1,1,TV,,"1 ekor OH besar yang sedang jalan sambil bersuara dan OH tersebut jalan menuju ke arah N",NULL
5078,78071,09:47:00,JJ,8.25,n,6,WP,3,1,TT,,NULL,NULL
5078,78075,10:54:00,UB,87.40,n,4,SWB,2,1,T,,NULL,NULL
5078,78076,10:54:00,UB,87.40,n,5,CWB,2,1,TV,,NULL,NULL
5079,78083,07:56:00,LM,13.40,e,10,BP,3,1,TT,,NULL,NULL
5079,78085,09:35:00,UB,70.00,s,25,RH,2,1,TV,,NULL,NULL
5079,78089,10:54:00,UB,85.00,n,7,ULX,1,1,I,,NULL,NULL
5080,78094,06:48:00,QX,0.45,n,10,BP,6,1,TT,,NULL,NULL
5080,78104,10:39:00,PR,1.05,n,1,UPG,1,1,TT,,NULL,NULL
5082,78114,06:10:00,FK,1.08,s,4,BB,7,1,TV,,NULL,NULL
5082,78115,06:10:00,FK,1.08,s,4,BH,4,1,TV,,NULL,NULL
5082,78118,06:32:00,RB,1.30,n,25,RH,1,1,IV,,NULL,NULL
5082,78119,06:32:00,RB,1.30,n,4,PS,1,1,T,,NULL,NULL
5082,78121,07:03:00,PR,1.15,s,20,BC,9,1,TV,,NULL,NULL
5082,78122,07:11:00,PR,2.05,s,8,BA,1,1,TV,,NULL,NULL
5082,78123,07:21:00,PR,4.00,s,18,FK,11,1,TV,,NULL,NULL
5082,78125,07:54:00,CK,0.00,n,10,RH,2,1,IV,,NULL,NULL
5082,78128,08:40:00,PB,11.15,n,2,BH,6,1,TV,,NULL,NULL
5083,78142,06:24:00,RR,3.00,e,6,CKP,1,1,TV,,NULL,NULL
5083,78143,06:24:00,RR,2.30,e,30,FK,7,1,T,,"1 kelompok FK yang sedang jalan dan saya hanya bisa lihat dari jauh saja",NULL
5083,78146,07:00:00,AP,17.00,e,0,KL,10,1,T,,"1 kelompok KL yang sedang jalan diantaranya 3 ekor KL betina besar, 3 ekor anak yang jalan sendiri, 2 ekor KL jantan besar dan 2 ekor KL sedang besar",NULL
5083,78147,07:10:00,AP,16.30,e,2,DGX,1,1,I,,NULL,NULL
5083,78148,07:13:00,AP,16.00,e,5,BGC,1,1,T,,NULL,NULL
5083,78149,07:30:00,MT,0.15,w,20,FK,5,1,T,,"5 ekor FK yanag sedang jalan dan bersuara. 3 ekor FK sedang besar dan 2 ekor FK sama besar",NULL
5083,78152,07:52:00,MT,4.30,w,5,RCB,3,1,TV,,NULL,NULL
5083,78159,10:40:00,DT,11.40,e,1,RCB,3,1,TV,,NULL,NULL
5085,78163,06:05:00,DT,12.00,e,15,BP,2,1,TT,,"Intersection DT/BK.",NULL
5085,78164,06:15:00,BK,4.00,w,18,BP,5,1,TT,,"Satu ekor ibu dan empat ekor anak.",NULL
5085,78165,06:25:00,BK,2.00,e,10,PX,1,1,TV,,NULL,NULL
5085,78166,06:29:00,BK,1.40,e,7,LBJ,2,1,TV,,"Warna biru dada kuning.",NULL
5085,78168,06:35:00,BK,0.00,n,20,KL,2,1,TT,,"2 ekor Kl yang sama besarnya yang sedang jalan cepat menuju ke arah W. Intersection BK/DA.",NULL
5085,78173,09:35:00,MT,1.00,s,6,KL,7,1,I,,"7 ekor KL di antaranya 6 ekor KL besar dan satu eko KL kecil yang sedang istirahat.",NULL
5086,78180,05:50:00,ML,22.00,n,10,OH,1,1,T,,"1 ekor OH jantan besar yang sedang jalan menuju ke arah saya",NULL
5086,78182,06:53:00,GP,59.20,n,7,BD,1,1,TT,,NULL,NULL
5086,78183,07:15:00,GP,63.00,e,10,CKS,2,1,TV,,NULL,NULL
5086,78187,08:55:00,FS,23.00,s,5,ULX,1,1,I,,NULL,NULL
5086,78189,09:15:00,FS,19.00,w,7,BB,2,1,TV,,NULL,NULL
5086,78191,10:55:00,MR,9.00,w,2,KW,2,1,T,,NULL,NULL
5087,78200,09:00:00,FS,12.30,n,4,BD,1,1,TT,,NULL,NULL
5087,78205,10:32:00,GP,67.30,n,20,RH,2,1,TV,,NULL,NULL
5088,78213,06:03:00,UB,32.30,s,5,GN,1,1,TV,,"1 ekor GN besar yang sedang jalan menuju ke arah SW, kemudian GN tersebut bersuara.",NULL
5088,78214,07:01:00,UB,45.15,n,7,PX,2,1,TV,,NULL,NULL
5088,78215,07:02:00,UB,45.15,s,5,KL,3,1,TV,,"3 ekor KL yang sama besarnya yang sedang jalan menuju ke arah NW, kemudian KL tersebut bersuara.",NULL
5088,78216,07:06:00,UB,46.00,n,8,CKS,2,1,TV,,NULL,NULL
5088,78222,11:03:00,NB,16.25,n,12,GN,4,1,TV,,"1 ekor GN jantan besar dan 1 GN sedang besar serta 1 ekor GN betina besar dengan 1 ekor GN kecil masih dalam gendongan. GN tersebut jalanmenuju arah NW kemudian bersuara.",NULL
5090,78227,06:02:00,BR,11.00,n,13,OH,2,1,TT,,"2 ekor OH jantan dan betina yang terlihat sama besarnya sedang menuju ke arah N tanpa suara",NULL
5090,78230,06:41:00,BR,12.35,n,25,GN,4,1,TT,,"Pertama lihat ada 4 ekor GN dengan cepat sekali TT tanpa suara dan langsung hilang. Saya hanya menghitung jumlahnya saja",NULL
5090,78231,07:28:00,BR,20.00,n,10,OH,8,1,TT,,"Pertama saya menemukan 8 OH besar; 2 jantan belimbing dan 3 ekor OH betina besar dan satu ekor OH betina remaja atau sedang besar, 1 ekor OH ibu anak. Ke 8 OH tersebut melihat saya langsung TT dengan cepat menuju ke arah N dan bersuara",NULL
5090,78233,08:05:00,AG,4.05,e,7,BP,2,1,TT,,NULL,NULL
5090,78235,09:28:00,SA,27.00,n,2,PM,1,1,TV,,NULL,NULL
5090,78236,09:35:00,SA,25.35,s,8,BP,5,1,TT,,NULL,NULL
5090,78237,09:52:00,SA,23.40,s,1,KCL,1,1,TT,,NULL,NULL
5090,78238,09:52:00,SA,23.40,s,3,KW,3,1,TT,,NULL,NULL
5090,78239,10:28:00,SA,10.30,s,10,BP,3,1,TT,,NULL,NULL
5091,78245,07:40:00,SA,26.00,n,17,BP,6,1,TV,,NULL,NULL
5091,78246,07:46:00,SA,26.20,e,5,PX,1,1,TV,,NULL,NULL
5091,78249,10:03:00,BR,16.20,s,15,BP,2,1,TT,,NULL,NULL
5091,78250,10:15:00,BR,14.00,e,10,GN,3,1,TV,,NULL,NULL
5092,78254,06:47:00,RK,14.30,n,8,RA,2,1,TV,,NULL,NULL
5092,78255,07:25:00,RK,26.00,e,20,GN,5,1,TT,,"Pertama kali saya melihat GN berjumlah 5 ekor, diantaranya 3 ekor GN sama besar yang tidak saya ketahui apa jenis kelaminnya karena dengan cepat sekali TT ke arah E, dan saya melihat satu ekor GN ibu anak yang anaknya masih kecil. Dan semua GN TT ke arah E",NULL
5092,78256,07:31:00,RK,26.10,e,15,KL,3,1,TT,,"Pertama lihat KL ada 3 ekor yang terlihat sama besarnya. Ke 3 KL T tanpa suara ke arah E dan langsung hilang. Saya hanya bisa menghitung jumlahnya saja",NULL
5092,78257,08:33:00,RK,35.00,e,2,BU,1,1,TT,,NULL,NULL
5092,78258,08:35:00,RK,35.10,e,4,MPH,2,1,TV,,NULL,NULL
5094,78264,06:40:00,JK,1.00,s,1,BB,1,1,TV,,NULL,NULL
5094,78265,06:45:00,JK,2.00,w,10,BH,1,1,TV,,NULL,NULL
5094,78266,07:25:00,JK,10.00,w,12,KCL,1,1,T,,NULL,NULL
5094,78269,09:30:00,LJ,5.00,n,10,BCB,2,1,TV,,NULL,NULL
5094,78272,11:25:00,SY,17.00,e,3,KW,1,1,T,,NULL,NULL
5095,78279,05:50:00,SY,18.10,n,5,KL,3,1,T,,"Tiga ekor KL sama besar yang sedang jalan menuju arah E.",NULL
5095,78280,06:11:00,SY,13.30,s,5,RCB,3,1,TV,,NULL,NULL
5095,78281,06:13:00,SY,15.00,n,1,BAB,2,1,T,,NULL,NULL
5095,78282,06:50:00,SY,8.10,s,10,KL,5,1,T,,"Lima ekor KL yang sedang jalan ke arah W. N antaranya 3 ekor KL sama besar dan 2 ekor KL sedang besar, tidak lama KL nya menghilang.",NULL
5095,78284,07:55:00,LJ,8.00,e,1,RH,2,1,T,,NULL,NULL
5095,78285,08:03:00,LJ,6.30,e,1,HT,1,1,T,,NULL,NULL
5095,78288,09:25:00,JK,18.10,n,10,GN,3,1,TV,,"Tiga ekor GN sama besar yang sedang lari cepat sekali dan bersuara setelah GN nya melihat saya dan langsung hilang.",NULL
5095,78290,10:35:00,JK,7.30,e,3,BAB,1,1,T,,NULL,NULL
5095,78292,11:20:00,LD,0.20,n,5,RA,1,1,T,,NULL,NULL
5097,78298,06:03:00,KP,30.40,e,5,HB,1,1,T,,NULL,NULL
5097,78299,06:40:00,KP,23.40,w,6,BB,2,1,TV,,NULL,NULL
5097,78300,06:59:00,KP,19.15,s,3,HT,1,1,T,,NULL,NULL
5098,78314,06:30:00,KP,2.00,w,10,PX,2,1,TV,,NULL,NULL
5098,78319,07:35:00,BD,4.00,n,10,YB,2,1,TV,,NULL,NULL
5098,78322,09:30:00,KP,25.00,w,15,DGG,1,1,TV,,NULL,NULL
5098,78323,09:25:00,KP,24.00,w,15,CWB,1,1,TV,,"Sensus finish",NULL
5099,78328,07:03:00,IF,19.00,n,2,HT,1,1,T,,NULL,NULL
5099,78329,07:35:00,IF,25.15,n,10,DJ,1,1,TV,,NULL,NULL
5099,78330,08:26:00,IF,36.20,n,5,RCB,2,1,TV,,NULL,NULL
5099,78333,10:38:00,TZ,20.15,n,0,BCB,1,1,TV,,NULL,NULL
5099,78334,11:00:00,TZ,16.30,n,3,RCB,1,1,TV,,NULL,NULL
5100,78337,06:10:00,TZ,13.00,n,20,GN,2,1,TT,,"Dua ekor GN sama besarnyayang sedang jalan cepat karna takut melihat kami.",NULL
5100,78341,09:07:00,IF,38.20,n,10,PX,4,1,TV,,NULL,NULL
5101,78345,06:00:00,BM,6.00,w,7,CWB,4,1,TV,,NULL,NULL
5101,78346,06:00:00,BM,6.00,w,5,CKS,1,1,TV,,NULL,NULL
5101,78349,08:30:00,GB,9.00,e,15,GN,2,1,TT,,"Dua ekor GN sama besarnya yang sedang jalan cepat karena takut melihat saya.",NULL
5104,78359,05:41:00,RB,8.10,s,3,BU,1,1,T,,NULL,NULL
5104,78360,05:44:00,RB,8.35,n,5,BP,1,1,TV,,NULL,NULL
5104,78363,06:15:00,ST,4.00,w,7,BAB,2,1,TV,,NULL,NULL
5104,78366,06:42:00,TR,5.44,w,5,BAB,2,1,TV,,NULL,NULL
5104,78372,08:26:00,GB,4.00,w,2,GN,2,1,TV,,"2 ekor GN yang sama besarnya yang sedang jalan takut menuju ke arah NW kemudian GN tersebut bersuara",NULL
5104,78376,10:26:00,BM,12.00,e,6,KL,3,1,TV,,"3 Ekor KL yang sama besarnya yang sedang jalan takut menuju ke arah SE kemudian KL tersebut bersuara ",NULL
5104,78377,10:52:00,BM,3.40,s,5,KL,2,1,TT,,"2 ekor KL yang sama besarnya yang sedang berjalan takut menuju ke arah S",NULL
5105,78383,06:16:00,SK,10.15,w,8,BP,4,1,TT,,NULL,NULL
5105,78384,06:16:00,SK,10.15,e,3,TR,1,1,T,,NULL,NULL
5105,78386,06:31:00,MB,11.05,s,4,BB,4,1,TV,,NULL,NULL
5105,78395,10:14:00,RS,38.00,w,10,KCL,1,1,TT,,NULL,NULL
5106,78401,07:48:00,MB,23.20,w,0,PX,1,1,TV,,NULL,NULL
5106,78405,09:11:00,TR,10.22,w,7,PX,1,1,TV,,NULL,NULL
5106,78408,09:44:00,ST,10.13,w,5,RCB,2,1,TV,,NULL,NULL
5106,78409,09:44:00,ST,12.05,w,7,HB,1,1,T,,NULL,NULL
5106,78410,10:06:00,ST,12.05,e,6,BAB,2,1,TV,,NULL,NULL
5106,78411,10:10:00,ST,19.40,e,3,BF,2,1,T,,NULL,NULL
5106,78412,10:10:00,ST,20.20,e,15,FK,2,1,TV,,NULL,NULL
5106,78416,10:57:00,SK,6.35,e,2,BAB,1,1,TV,,NULL,NULL
5107,78422,06:23:00,JB,10.30,w,25,GN,4,1,TV,,NULL,NULL
5107,78425,07:45:00,TL,22.00,e,10,UBX,2,1,TV,,NULL,NULL
5107,78426,08:05:00,TL,26.00,e,18,EL,1,1,T,,NULL,NULL
5107,78427,08:05:00,TL,26.00,e,18,PLT,1,1,TV,,NULL,NULL
5107,78429,09:35:00,GP,44.00,w,15,BP,1,1,TT,,NULL,NULL
5107,78430,09:53:00,GP,40.30,s,10,BCB,1,1,TV,,NULL,NULL
5109,78436,05:41:00,UB,6.00,s,2,BH,3,,TV,,NULL,NULL
5109,78437,05:41:00,UB,6.00,s,6,PBS,2,,TV,,NULL,NULL
5109,78439,06:53:00,UB,17.00,s,8,BW,2,,TV,,NULL,NULL
5109,78440,06:53:00,UB,17.00,s,8,YB,4,,TV,,NULL,NULL
5109,78446,10:24:00,SI,26.15,w,20,RH,2,,TV,,NULL,NULL
5109,78447,10:39:00,SI,20.00,e,4,BH,6,,TV,,NULL,NULL
5109,78449,11:16:00,SI,12.45,w,2,BW,1,,TV,,NULL,NULL
5110,78455,05:41:00,UB,6.00,s,2,BH,3,,TV,,NULL,NULL
5110,78456,05:41:00,UB,6.00,s,6,PBS,2,,TV,,NULL,NULL
5110,78458,06:53:00,UB,17.00,s,8,BW,2,,TV,,NULL,NULL
5110,78459,06:53:00,UB,17.00,s,8,YB,4,,TV,,NULL,NULL
5110,78465,10:24:00,SI,26.15,w,20,RH,2,,TV,,NULL,NULL
5110,78466,10:39:00,SI,20.00,e,4,BH,6,,TV,,NULL,NULL
5110,78468,11:16:00,SI,12.45,w,2,BW,1,,TV,,NULL,NULL
5112,78471,06:09:00,TK,18.10,s,20,WK,2,1,TV,,NULL,NULL
5112,78477,08:46:00,GP,73.35,n,10,EL,1,1,TV,,NULL,NULL
5112,78481,09:53:00,GP,83.05,w,2,YB,2,1,TV,,NULL,NULL
5113,78490,09:10:00,GP,80.00,n,7,YB,2,1,TV,,"sensus finish",NULL
5114,78496,06:38:00,NB,18.20,n,5,CKS,1,1,TV,,NULL,NULL
5114,78500,08:08:00,LM,5.20,w,8,UBX,2,1,TV,,NULL,NULL
5114,78501,08:08:00,LM,5.20,w,8,LBJ,1,1,TV,,NULL,NULL
5114,78503,08:41:00,UB,66.00,s,15,EL,1,1,TV,,NULL,NULL
5116,78511,06:28:00,NB,15.00,s,7,BP,1,1,TV,,NULL,NULL
5116,78512,06:32:00,NB,16.00,s,5,BP,1,1,T,,NULL,NULL
5116,78518,07:56:00,LM,8.25,n,4,PX,2,1,TV,,NULL,NULL
5116,78524,11:00:00,UB,89.00,e,10,FB,2,1,TV,,NULL,NULL
5117,78530,06:28:00,BC,13.00,n,5,RCB,2,1,TV,,NULL,NULL
5117,78532,06:30:00,BC,13.00,n,10,CP,1,1,TV,,NULL,NULL
5117,78539,08:48:00,PB,11.00,s,7,PX,2,1,T,,NULL,NULL
5117,78540,09:10:00,PB,6.20,s,4,RCB,2,1,TV,,NULL,NULL
5117,78541,09:10:00,PB,6.20,s,6,CKS,1,1,TV,,NULL,NULL
5117,78544,10:10:00,PR,2.00,n,0,PLT,1,1,T,,NULL,NULL
5117,78547,10:36:00,RB,3.40,s,5,RCB,3,1,TV,,NULL,NULL
5119,78556,05:53:00,AP,2.40,e,1,HT,1,1,T,,NULL,NULL
5119,78559,06:20:00,PR,2.15,n,5,MK,2,1,TV,,NULL,NULL
5119,78563,07:26:00,PB,8.20,n,6,BAB,1,1,T,,NULL,NULL
5119,78565,08:41:00,JB,0.40,w,10,SQT,1,1,T,,NULL,NULL
5119,78570,09:47:00,BC,12.00,s,3,BS,1,1,T,,NULL,NULL
5119,78572,10:38:00,BC,6.00,n,5,BC,5,1,I,,NULL,NULL
5120,78577,06:31:00,RR,0.10,e,2,BP,1,1,T,,NULL,NULL
5120,78580,07:20:00,AP,15.20,e,5,RCB,2,1,TV,,NULL,NULL
5120,78583,08:02:00,MT,6.15,s,5,MK,2,1,TV,,NULL,NULL
5120,78587,09:23:00,AT,8.10,e,10,MPH,1,1,TV,,NULL,NULL
5120,78589,09:32:00,AT,11.00,w,5,RH,1,1,TV,,NULL,NULL
5120,78590,09:50:00,AT,15.00,w,10,RCB,3,1,TV,,NULL,NULL
5120,78591,10:08:00,AT,19.00,w,1,YB,1,1,TV,,NULL,NULL
5121,78601,06:10:00,BK,6.10,w,10,CP,1,1,TV,,NULL,NULL
5121,78602,06:26:00,BK,2.40,e,6,RCB,2,1,TV,,NULL,NULL
5121,78607,08:20:00,AT,0.10,e,10,CP,1,1,TV,,NULL,NULL
5121,78615,10:45:00,RR,2.00,w,3,YB,2,1,TV,,NULL,NULL
5121,78616,10:48:00,RR,3.10,e,5,CKS,1,1,TV,,NULL,NULL
5121,78617,10:53:00,RR,4.40,e,3,TRS,1,1,I,,NULL,NULL
5124,78623,06:02:00,UB,30.05,n,2,CP,1,1,TT,,NULL,NULL
5124,78624,07:49:00,UB,38.15,s,15,BD,1,1,TT,,NULL,NULL
5124,78625,08:39:00,UB,54.00,n,23,GN,3,1,TT,,"Pertama saya lihat ada 3 ekor GN dengan sama besarnya dengan cepat TT ke arah N tanpa suara, saya hanya bisa menghitung jumlahnya saja.",NULL
5124,78626,09:00:00,UB,57.05,s,1,UVB,1,1,I,,NULL,NULL
5124,78628,10:15:00,MS,20.00,s,4,CKS,2,1,TV,,NULL,NULL
5124,78629,10:43:00,MS,8.45,s,6,BW,1,1,T,,NULL,NULL
5124,78630,10:43:00,MS,8.45,n,NULL,CKS,2,1,TV,,NULL,NULL
5125,78634,06:10:00,NB,13.00,e,8,UBX,1,1,T,,NULL,NULL
5125,78635,06:45:00,NB,20.00,e,10,BD,1,1,TT,,"Satu ekor BD yang sedang jalan cepat karena takut melihat saya",NULL
5125,78638,07:30:00,MS,6.00,n,7,CKP,1,1,T,,NULL,NULL
5125,78641,10:00:00,UB,60.00,s,7,CKS,2,1,TV,,NULL,NULL
5125,78644,10:40:00,UB,48.00,s,5,UBX,1,1,T,,NULL,NULL
5126,78647,05:48:00,BR,1.05,s,4,CP,1,1,TT,,NULL,NULL
5126,78648,05:48:00,BR,1.05,s,6,BH,4,1,TV,,NULL,NULL
5126,78649,06:09:00,BR,8.00,n,10,RH,1,1,T,,NULL,NULL
5126,78651,07:36:00,AG,4.05,w,4,BH,2,1,TV,,NULL,NULL
5126,78653,10:02:00,SA,14.00,n,4,CP,1,1,TT,,NULL,NULL
5126,78654,10:02:00,SA,14.00,s,6,BH,2,1,TV,,NULL,NULL
5126,78655,10:18:00,SA,10.30,s,10,BP,4,1,TT,,NULL,NULL
5126,78656,10:26:00,SA,8.45,n,1,PS,1,1,T,,NULL,NULL
5127,78659,06:33:00,SA,18.20,s,2,BCB,2,1,TV,,NULL,NULL
5127,78660,06:51:00,SA,34.22,s,0,HT,1,1,T,,NULL,NULL
